epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
233,36959.3,0.98466,1.91925,0.62639,0.95175,0,0.43401,0.22347,0.22412,0.13786,0.40746,0.19706,0.20036,0.10953,1.27964,2.53662,0.81822,1.07587,0,4.258e-05,4.258e-05,4.258e-05
234,37114.6,0.97932,1.90919,0.623,0.94833,0,0.43393,0.22337,0.22415,0.13789,0.40957,0.19691,0.20049,0.10952,1.27971,2.53718,0.81827,1.0759,0,4.23325e-05,4.23325e-05,4.23325e-05
235,37272.4,0.98587,1.91516,0.62522,0.95299,0,0.43757,0.22396,0.22443,0.13797,0.41543,0.19555,0.20046,0.10944,1.28001,2.53626,0.81813,1.07595,0,4.2085e-05,4.2085e-05,4.2085e-05
236,37424.7,0.97955,1.9139,0.62172,0.94972,0,0.43701,0.22423,0.22443,0.13807,0.39499,0.19952,0.20032,0.10949,1.28001,2.53597,0.81807,1.0761,0,4.18375e-05,4.18375e-05,4.18375e-05
237,37581.5,0.98196,1.91264,0.6212,0.95174,0,0.43869,0.22353,0.22439,0.13788,0.39824,0.19906,0.20027,0.10932,1.28041,2.53607,0.81802,1.07626,0,4.159e-05,4.159e-05,4.159e-05
238,37738.9,0.9821,1.91399,0.62269,0.95303,0,0.43944,0.22331,0.22436,0.13792,0.39867,0.19881,0.20049,0.10957,1.28092,2.53535,0.81813,1.07647,0,4.13425e-05,4.13425e-05,4.13425e-05
239,37892.2,0.98229,1.91694,0.62335,0.9506,0,0.44104,0.22318,0.22435,0.13789,0.39858,0.19873,0.20049,0.10968,1.28112,2.53538,0.81818,1.07661,0,4.1095e-05,4.1095e-05,4.1095e-05
240,38047.8,0.97843,1.90864,0.62005,0.94925,0,0.44123,0.22312,0.22458,0.13798,0.39676,0.19907,0.20046,0.10948,1.28155,2.53604,0.81825,1.07686,0,4.08475e-05,4.08475e-05,4.08475e-05
241,38201.3,0.97936,1.90436,0.6194,0.94933,0,0.44063,0.22343,0.22439,0.13791,0.395,0.19954,0.20078,0.10958,1.28177,2.53564,0.81823,1.07704,0,4.06e-05,4.06e-05,4.06e-05
242,38355.3,0.97908,1.91475,0.61979,0.94985,0,0.44037,0.22331,0.22442,0.13785,0.39396,0.19863,0.2004,0.10932,1.28196,2.5368,0.81807,1.07721,0,4.03525e-05,4.03525e-05,4.03525e-05
243,38511.6,0.97727,1.90446,0.6183,0.94786,0,0.44175,0.22363,0.22472,0.13787,0.39801,0.19917,0.20115,0.10951,1.28218,2.53557,0.81811,1.07726,0,4.0105e-05,4.0105e-05,4.0105e-05
244,38668.5,0.97966,1.90811,0.61934,0.94889,0,0.4414,0.2236,0.22467,0.13785,0.39906,0.19916,0.20124,0.10956,1.28217,2.53551,0.81802,1.07734,0,3.98575e-05,3.98575e-05,3.98575e-05
245,38822.2,0.97526,1.89978,0.61747,0.94895,0,0.44178,0.2235,0.22451,0.13779,0.39684,0.19923,0.20096,0.10944,1.28209,2.53634,0.81803,1.07719,0,3.961e-05,3.961e-05,3.961e-05
246,38975.6,0.97608,1.90585,0.61756,0.94824,0,0.44058,0.22298,0.22419,0.13772,0.42845,0.19231,0.20054,0.10935,1.28217,2.5383,0.8181,1.07729,0,3.93625e-05,3.93625e-05,3.93625e-05
247,39128.1,0.9694,1.88889,0.6146,0.94772,0,0.4397,0.22326,0.22419,0.13764,0.42643,0.1927,0.20083,0.10946,1.2823,2.53917,0.81834,1.07738,0,3.9115e-05,3.9115e-05,3.9115e-05
248,39281,0.97122,1.89019,0.61432,0.94707,0,0.44058,0.22345,0.22425,0.13757,0.4265,0.1927,0.20084,0.10935,1.28247,2.53967,0.81858,1.0773,0,3.88675e-05,3.88675e-05,3.88675e-05
249,39434.7,0.9726,1.89239,0.61291,0.94706,0,0.44226,0.2234,0.22448,0.1377,0.41057,0.19553,0.20046,0.10937,1.28237,2.54028,0.81877,1.07724,0,3.862e-05,3.862e-05,3.862e-05
250,39589.3,0.97504,1.89949,0.61669,0.94672,0,0.4417,0.22339,0.22446,0.13767,0.41159,0.1954,0.20074,0.10933,1.28254,2.54062,0.81931,1.07718,0,3.83725e-05,3.83725e-05,3.83725e-05
251,39743.6,0.97528,1.9006,0.61817,0.9493,0,0.44246,0.2234,0.22444,0.13769,0.41003,0.1963,0.20084,0.10944,1.28304,2.54,0.81935,1.0774,0,3.8125e-05,3.8125e-05,3.8125e-05
252,39899.2,0.97126,1.89109,0.61499,0.94541,0,0.4437,0.22389,0.22489,0.1377,0.4093,0.1967,0.2009,0.10931,1.28344,2.53947,0.81944,1.0775,0,3.78775e-05,3.78775e-05,3.78775e-05
253,40053.1,0.97076,1.89311,0.61303,0.94536,0,0.44341,0.22437,0.22455,0.1376,0.41142,0.19596,0.20116,0.10936,1.28381,2.54072,0.81949,1.07758,0,3.763e-05,3.763e-05,3.763e-05
254,40206.9,0.96549,1.87594,0.60795,0.9453,0,0.44524,0.22424,0.225,0.13767,0.41109,0.1958,0.20124,0.10927,1.28412,2.54129,0.8193,1.07772,0,3.73825e-05,3.73825e-05,3.73825e-05
255,40363.5,0.96967,1.89297,0.61537,0.94734,0,0.44428,0.22438,0.22494,0.13774,0.41096,0.19571,0.20132,0.10946,1.28453,2.53981,0.81936,1.07789,0,3.7135e-05,3.7135e-05,3.7135e-05
256,40513.7,0.97141,1.89549,0.61488,0.9475,0,0.44516,0.22438,0.22504,0.13777,0.41121,0.19548,0.20111,0.10937,1.2849,2.5403,0.81927,1.07805,0,3.68875e-05,3.68875e-05,3.68875e-05
257,40664,0.96591,1.88689,0.61133,0.94569,0,0.445,0.22462,0.22498,0.13771,0.41069,0.19551,0.2011,0.10926,1.28531,2.54054,0.81956,1.07807,0,3.664e-05,3.664e-05,3.664e-05
258,40812.8,0.97091,1.8958,0.61305,0.9467,0,0.44653,0.22453,0.2246,0.13763,0.41229,0.19521,0.20064,0.10927,1.28535,2.54083,0.81976,1.07786,0,3.63925e-05,3.63925e-05,3.63925e-05
259,40965,0.96946,1.89291,0.61251,0.94459,0,0.44768,0.22487,0.22482,0.13769,0.41018,0.19586,0.20093,0.10931,1.28555,2.54033,0.81982,1.07797,0,3.6145e-05,3.6145e-05,3.6145e-05
260,41114.1,0.97079,1.89033,0.61275,0.94674,0,0.44356,0.22499,0.22463,0.13754,0.41264,0.19568,0.201,0.10933,1.28595,2.54134,0.81981,1.07818,0,3.58975e-05,3.58975e-05,3.58975e-05
261,41263.4,0.97206,1.89088,0.61252,0.94635,0,0.44401,0.22484,0.22471,0.13751,0.41102,0.19596,0.20076,0.10922,1.2859,2.54255,0.82,1.07799,0,3.565e-05,3.565e-05,3.565e-05
262,41413.1,0.96651,1.88099,0.60992,0.94427,0,0.44591,0.22466,0.22492,0.13761,0.40912,0.19583,0.20064,0.10925,1.28599,2.5423,0.82026,1.07783,0,3.54025e-05,3.54025e-05,3.54025e-05
263,41563.2,0.96789,1.882,0.61054,0.94547,0,0.44568,0.22441,0.22475,0.13754,0.4084,0.19584,0.20068,0.10926,1.2863,2.54235,0.82042,1.0779,0,3.5155e-05,3.5155e-05,3.5155e-05
264,41715.6,0.96428,1.87638,0.60837,0.94306,0,0.43802,0.22592,0.22454,0.13742,0.40409,0.19678,0.20061,0.10922,1.28644,2.54395,0.8203,1.07794,0,3.49075e-05,3.49075e-05,3.49075e-05
265,41865.6,0.96552,1.88017,0.60713,0.94469,0,0.43941,0.22586,0.22488,0.13734,0.40622,0.19722,0.20076,0.10916,1.28669,2.54371,0.82043,1.07795,0,3.466e-05,3.466e-05,3.466e-05
266,42013,0.96749,1.87807,0.60831,0.94441,0,0.43958,0.22542,0.22482,0.13728,0.40825,0.19783,0.20037,0.10918,1.28684,2.54384,0.82024,1.07807,0,3.44125e-05,3.44125e-05,3.44125e-05
267,42162.1,0.96719,1.87934,0.60754,0.9451,0,0.43806,0.22579,0.22468,0.1373,0.40982,0.1979,0.20066,0.10921,1.28726,2.5435,0.82047,1.07822,0,3.4165e-05,3.4165e-05,3.4165e-05
268,42310.7,0.96493,1.87841,0.60847,0.94408,0,0.43797,0.22581,0.22475,0.13744,0.42191,0.19506,0.20034,0.10912,1.28762,2.54338,0.82068,1.07831,0,3.39175e-05,3.39175e-05,3.39175e-05
269,42457.7,0.96456,1.87874,0.6087,0.94244,0,0.43714,0.22565,0.22503,0.1374,0.41938,0.19527,0.20023,0.10911,1.28798,2.54442,0.82098,1.07841,0,3.367e-05,3.367e-05,3.367e-05
270,42607.3,0.96195,1.86597,0.60486,0.94353,0,0.43884,0.2254,0.22472,0.13728,0.42022,0.19537,0.20011,0.10904,1.2881,2.54453,0.82091,1.07841,0,3.34225e-05,3.34225e-05,3.34225e-05
271,42755.4,0.96081,1.86235,0.60456,0.94112,0,0.43894,0.2256,0.22491,0.13742,0.41747,0.19582,0.20003,0.10901,1.28825,2.54406,0.8211,1.07846,0,3.3175e-05,3.3175e-05,3.3175e-05
272,42905.6,0.96394,1.87064,0.6051,0.94346,0,0.43853,0.22533,0.22484,0.13735,0.41715,0.19622,0.20017,0.10906,1.28857,2.54405,0.82122,1.07863,0,3.29275e-05,3.29275e-05,3.29275e-05
273,43055.7,0.96334,1.87575,0.60469,0.94181,0,0.44004,0.22547,0.22492,0.13735,0.41625,0.19631,0.19998,0.10913,1.28863,2.54464,0.82136,1.07859,0,3.268e-05,3.268e-05,3.268e-05
274,43205.3,0.95894,1.86133,0.59864,0.94041,0,0.44449,0.22546,0.22516,0.13744,0.41678,0.19664,0.20012,0.1092,1.28874,2.54429,0.82153,1.0785,0,3.24325e-05,3.24325e-05,3.24325e-05
275,43354.3,0.95749,1.86882,0.60052,0.94048,0,0.44362,0.22538,0.22485,0.13738,0.42025,0.19589,0.19986,0.10933,1.28888,2.54474,0.82143,1.07869,0,3.2185e-05,3.2185e-05,3.2185e-05
276,43504.4,0.95833,1.86702,0.60383,0.94003,0,0.44276,0.22553,0.22495,0.13737,0.41872,0.19584,0.19989,0.10924,1.28936,2.5436,0.82163,1.07892,0,3.19375e-05,3.19375e-05,3.19375e-05
277,43657.7,0.95801,1.8643,0.59945,0.93897,0,0.44324,0.22569,0.22506,0.13744,0.41862,0.1963,0.20027,0.10941,1.28945,2.54454,0.82164,1.07897,0,3.169e-05,3.169e-05,3.169e-05
278,43809.3,0.96377,1.87539,0.60611,0.94166,0,0.44196,0.22585,0.22492,0.13729,0.42402,0.19519,0.19992,0.10923,1.28967,2.54382,0.82165,1.07903,0,3.14425e-05,3.14425e-05,3.14425e-05
279,43963.5,0.95685,1.86374,0.60111,0.94051,0,0.44078,0.22627,0.22474,0.13711,0.42899,0.19446,0.19983,0.10912,1.28957,2.5445,0.82167,1.07903,0,3.1195e-05,3.1195e-05,3.1195e-05
280,44114.3,0.95621,1.85923,0.60013,0.94085,0,0.44155,0.22617,0.22473,0.1373,0.41041,0.19802,0.20084,0.10925,1.28991,2.54359,0.82177,1.07925,0,3.09475e-05,3.09475e-05,3.09475e-05
281,44261.9,0.95577,1.85874,0.59833,0.93941,0,0.44453,0.2259,0.2247,0.13731,0.40755,0.19843,0.20089,0.10933,1.29004,2.54423,0.82181,1.07931,0,3.07e-05,3.07e-05,3.07e-05
282,44409.7,0.95746,1.86177,0.60015,0.93947,0,0.44368,0.22604,0.22473,0.13717,0.40605,0.19923,0.20066,0.10933,1.29037,2.54425,0.82184,1.07965,0,3.04525e-05,3.04525e-05,3.04525e-05
283,44559.7,0.95827,1.85937,0.59911,0.93968,0,0.44164,0.22604,0.22477,0.13711,0.4061,0.19926,0.20096,0.10917,1.29071,2.54353,0.82188,1.07974,0,3.0205e-05,3.0205e-05,3.0205e-05
284,44710.4,0.95545,1.85875,0.59788,0.93992,0,0.44199,0.22526,0.2246,0.13705,0.40403,0.19909,0.20076,0.10924,1.29092,2.54537,0.8221,1.07992,0,2.99575e-05,2.99575e-05,2.99575e-05
